document,binary,passive_match(es),raw_passive_count,raw_passive_sents_count,raw_sentence_count,passive_sents_percentage,cola_passive_binary
"Put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,[],0,0,1,0.0,0
"Picture of Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,[],0,0,1,0.0,0
Ann bought a first edition of Richard III for $1000.,0,[],0,0,1,0.0,0
John became deadly afraid of flying.,0,[],0,0,1,0.0,0
What John promised is to be gentle.,0,[],0,0,1,0.0,0
Henri wants to buy which books about cooking?,0,[],0,0,1,0.0,0
I will fix the computer for Carol.,0,[],0,0,1,0.0,0
Smith loaned a valuable collection of manuscripts to the library.,0,[],0,0,1,0.0,0
The paper is cut by Mary.,1,['is cut'],1,1,1,1.0,1
It was from six to nine or it took place from six to nine.,0,[],0,0,1,0.0,0
"Suddenly, there arrived two inspectors from the INS.",0,[],0,0,1,0.0,0
"The soup cooks, thickens.",0,[],0,0,1,0.0,0
I gave money to the charity.,0,[],0,0,1,0.0,0
John asked.,0,[],0,0,1,0.0,0
I saw even the student.,0,[],0,0,1,0.0,0
John whispered Mary left.,0,[],0,0,1,0.0,0
Mary wonders that Bill will come.,0,[],0,0,1,0.0,0
Sophie will theater.,0,[],0,0,1,0.0,0
John finished the cake and drank the lemonade.,0,[],0,0,1,0.0,0
Herself likes Mary's mother.,0,[],0,0,1,0.0,0
Each of the boys fought with some of the other boys.,0,[],0,0,1,0.0,0
John's mother likes himself.,0,[],0,0,1,0.0,0
Mary revealed himself to John.,0,[],0,0,1,0.0,0
Mary believes that Bill saw himself.,0,[],0,0,1,0.0,0
John heard that they criticized themselves.,0,[],0,0,1,0.0,0
Mary thinks that she is smart.,0,[],0,0,1,0.0,0
Henry found that Bill is sad.,0,[],0,0,1,0.0,0
John considers himself proud of Mary.,0,[],0,0,1,0.0,0
You should sit before there.,0,[],0,0,1,0.0,0
There is a nurse available.,0,[],0,0,1,0.0,0
Everyone hopes everyone to sleep.,0,[],0,0,1,0.0,0
Everyone hopes that he will sleep.,0,[],0,0,1,0.0,0
"Only Churchill remembered Churchill giving the Blood, Sweat and Tears speech.",0,[],0,0,1,0.0,0
John promise Mary to shave himself.,0,[],0,0,1,0.0,0
John convinced Bill that Mary should sleep.,0,[],0,0,1,0.0,0
I saw Bill while you did so Mary.,0,[],0,0,1,0.0,0
What Mary did Bill was give a book.,0,[],0,0,1,0.0,0
The bears sniffed,0,[],0,0,1,0.0,0
to steal talismans from witches is dangerous,0,[],0,0,1,0.0,0
Anson demonized,0,[],0,0,1,0.0,0
You kicked yourselves,0,[],0,0,1,0.0,0
The book that I said that I'd never read.,0,[],0,0,1,0.0,0
Anson demonized up the Khyber,0,[],0,0,1,0.0,0
It is not true that I might be going to the party.,0,[],0,0,1,0.0,0
Kick you!,0,[],0,0,1,0.0,0
Jason persuaded the doctor to treat Medea,0,[],0,0,1,0.0,0
Who did you get an accurate description of?,0,[],0,0,1,0.0,0
The Peter we all like was at the party,0,[],0,0,1,0.0,0
The government's imposition of a fine.,0,[],0,0,1,0.0,0
Did Athena help us?,0,[],0,0,1,0.0,0
You wanted to meet the man I saw.,0,[],0,0,1,0.0,0
Anson demonized David every day,0,[],0,0,1,0.0,0
There is a programme about Euripides on a Radio 4 tonight?,0,[],0,0,1,0.0,0
Medea denied poisoning the phoenix.,0,[],0,0,1,0.0,0
The elixir was hidden in a hole in the ground,1,['was hidden'],1,1,1,1.0,1
"Extremely frantically, Anson danced at Trade",0,[],0,0,1,0.0,0
What did you ask who Medea gave?,0,[],0,0,1,0.0,0
It's Anson that I like,0,[],0,0,2,0.0,0
Medea tried the nurse to poison her children.,0,[],0,0,1,0.0,0
I felt that I know you.,0,[],0,0,1,0.0,0
Will he can do it?,0,[],0,0,1,0.0,0
I ate that she was happy,0,[],0,0,1,0.0,0
Anson believed himself to be handsome.,0,[],0,0,1,0.0,0
We arrived about six o'clock,0,[],0,0,1,0.0,0
Gilgamesh is having fought the dragon.,0,[],0,0,1,0.0,0
Anson thought that himself was happy.,0,[],0,0,1,0.0,0
Fortunately Hermione passed biology,0,[],0,0,1,0.0,0
I might be not going to the party but washing my hair,0,[],0,0,1,0.0,0
I thought he liked myself,0,[],0,0,1,0.0,0
The butler sent the poison to Dinah.,0,[],0,0,1,0.0,0
Jason happens to appear to seem to be sick.,0,[],0,0,1,0.0,0
What did you ask who saw?,0,[],0,0,1,0.0,0
We linguists love to argue,0,[],0,0,1,0.0,0
He can will go,0,[],0,0,1,0.0,0
How fierce the battle?,0,[],0,0,1,0.0,0
Which king did you ask which city invaded?,0,[],0,0,1,0.0,0
It is some disgruntled old pigs in those ditches that humans love to eat.,0,[],0,0,1,0.0,0
That banana is eating the monkey.,0,[],0,0,1,0.0,0
Burn them!,0,[],0,0,1,0.0,0
It stinks that Aphrodite is omnipotent.,0,[],0,0,1,0.0,0
Agamemnon seems to be a maniac,0,[],0,0,1,0.0,0
Will Anson come to the party?,0,[],0,0,1,0.0,0
I wondered who Medea had poisoned.,0,[],0,0,1,0.0,0
I inquired when could we leave.,0,[],0,0,1,0.0,0
They kicked them,0,[],0,0,1,0.0,0
The monkey is ate the banana,1,['is ate'],1,1,1,1.0,1
I would like to could swim,0,[],0,0,1,0.0,0
I kicked myself,0,[],0,0,1,0.0,0
The bookcase ran,0,[],0,0,1,0.0,0
I shaved myself.,0,[],0,0,1,0.0,0
Anson became a muscle bound.,1,['muscle bound'],1,1,1,1.0,0
Somebody just left - guess who.,0,[],0,0,1,0.0,0
"They claimed they had settled on something, but it wasn't clear what they had settled on.",0,[],0,0,1,0.0,0
"If Sam was going, Sally would know where.",0,[],0,0,1,0.0,0
"They're going to serve the guests something, but it's unclear what.",0,[],0,0,1,0.0,0
She's reading. I can't imagine what.,0,[],0,0,2,0.0,0
John said Joan saw someone from her graduating class.,0,[],0,0,1,0.0,0
John ate dinner but I don't know who.,0,[],0,0,1,0.0,0
"She mailed John a letter, but I don't know to whom.",0,[],0,0,1,0.0,0
I served leek soup to my guests.,0,[],0,0,1,0.0,0
I served my guests.,0,[],0,0,1,0.0,0
"She was bathing, but I couldn't make out who.",0,[],0,0,1,0.0,0
She knew French for Tom.,0,[],0,0,1,0.0,0
John is tall on several occasions.,0,[],0,0,1,0.0,0
"The ship sank, but I don't know with what.",0,[],0,0,1,0.0,0
"They noticed the painting, but I don't know for how long.",0,[],0,0,1,0.0,0
"John was tall, but I don't know on what occasions.",0,[],0,0,1,0.0,0
Joan ate dinner with someone but I don't know who.,0,[],0,0,1,0.0,0
Joan ate dinner with someone but I don't know who with.,0,[],0,0,1,0.0,0
"I know that Meg's attracted to Harry, but they don't know who.",1,"[""'s attracted""]",1,1,1,1.0,0
"Since Jill said Joe had invited Sue, we didn't have to ask who.",0,[],0,0,1,0.0,0
"I know that Meg's attracted to Harry, but they don't know who.",1,"[""'s attracted""]",1,1,1,1.0,0
"She said she had spoken to everybody, but he wasn't sure who.",0,[],0,0,1,0.0,0
"Each of the performers came in, but were sitting so far back that we couldn't see who.",0,[],0,0,1,0.0,0
She didn't talk to one student.,0,[],0,0,1,0.0,0
"She doesn't meet anyone for dinner, but they can't figure out who.",0,[],0,0,1,0.0,0
Everyone relies on someone. It's unclear who.,0,[],0,0,2,0.0,0
"Each student wrote a paper on a Mayan language, but I don't remember which one.",0,[],0,0,1,0.0,0
"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",0,[],0,0,1,0.0,0
"The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint.",0,[],0,0,1,0.0,0
"Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one.",0,[],0,0,1,0.0,0
"Most columnists claim that a senior White House official has been briefing them, but none will reveal which one.",0,[],0,0,1,0.0,0
"Bill wondered how many papers Sandy had read, but he didn't care which ones.",0,[],0,0,1,0.0,0
"I never know which papers Sandy has read, but I usually know how many.",0,[],0,0,1,0.0,0
Sandy had read how many papers?!,0,[],0,0,1,0.0,0
"Everybody gets on well with a certain relative, but often only his therapist knows which one.",0,[],0,0,1,0.0,0
Which book did each author recommend?,0,[],0,0,1,0.0,0
His or her least known work.,0,[],0,0,1,0.0,0
"They were going to meet sometime on Sunday, but the faculty didn't know when.",0,[],0,0,1,0.0,0
"John likes some students, but I don't know who.",0,[],0,0,1,0.0,0
I don't know who John likes.,0,[],0,0,1,0.0,0
"John likes some students, but I don't know who John likes some students.",0,[],0,0,1,0.0,0
"Joan said she talked to the students, but Fred couldn't figure out who.",0,[],0,0,1,0.0,0
"He announced he had eaten the asparagus, but we didn't know what.",0,[],0,0,1,0.0,0
"She was reading the books under the table, but Fred didn't know what books.",0,[],0,0,1,0.0,0
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",0,[],0,0,1,0.0,0
She talked to John or Mary but I don't know which.,0,[],0,0,1,0.0,0
She talked to John or Mary but I don't know which one.,0,[],0,0,1,0.0,0
"She talked to Harry, but I don't know who else.",0,[],0,0,1,0.0,0
"I will see them, but I don't know how many of them.",0,[],0,0,1,0.0,0
Everyone who knows either Susan or Laura likes her.,0,[],0,0,1,0.0,0
She said she talked to three students but I don't know how many.,0,[],0,0,1,0.0,0
She said she talked to those students but I don't know how many.,0,[],0,0,1,0.0,0
"He shouted again, but I don't know who to.",0,[],0,0,1,0.0,0
"She was dancing with somebody, but I don't know who with.",0,[],0,0,1,0.0,0
"Several firefighters were injured, but it's not known.",1,"['were injured', ""'s not known""]",2,1,1,1.0,1
"Meg is attracted to Harry, but they don't know who she is attracted to.",1,"['is attracted', 'is attracted']",2,1,1,1.0,1
"Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one.",0,[],0,0,1,0.0,0
"Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one she was trying to work out which students would be able to solve.",0,[],0,0,1,0.0,0
"John and someone were dancing together, but I don't know who.",0,[],0,0,1,0.0,0
"The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.",0,[],0,0,1,0.0,0
It has been determined that somebody will be appointed; it's just not clear yet who.,1,"['has been determined', 'will be appointed']",2,1,1,1.0,1
"Sally asked if somebody was going to fail math class, but I can't remember who.",0,[],0,0,1,0.0,0
"The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.",0,[],0,0,1,0.0,0
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",0,[],0,0,1,0.0,0
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us in which way.",0,[],0,0,1,0.0,0
"Clinton is anxious to find out which budget dilemmas Panetta would be willing to tackle in a certain way, but he won't say in which.",0,[],0,0,1,0.0,0
"Sandy is wondering whether there will be students who have to drop the class for a certain reason, but she won't reveal what.",0,[],0,0,1,0.0,0
In which way is Sandy very anxious to see if the students will be able to solve the homework problem?,0,[],0,0,1,0.0,0
In which way is Clinton anxious to find out which budget dilemmas Panetta would be willing to solve?,0,[],0,0,1,0.0,0
"I know how many assignments I've graded, but I don't know how many Bill has.",0,[],0,0,1,0.0,0
What did you leave before they did?,0,[],0,0,1,0.0,0
What did you leave before they started playing?,0,[],0,0,1,0.0,0
Sandy was trying to work out which students would be able to solve a certain problem.,0,[],0,0,1,0.0,0
The administration has issued a statement that it is willing to meet with one of the student groups.,0,[],0,0,1,0.0,0
Sandy was trying to work out which students would be able to solve a problem.,0,[],0,0,1,0.0,0
The administration has issued a statement that it is willing to meet a student group.,0,[],0,0,1,0.0,0
"The administration has issued a statement that it is willing to meet a student group, but I'm not sure which one.",0,[],0,0,1,0.0,0
"I think Agnes said that Bill would speak, but I don't remember what about.",0,[],0,0,1,0.0,0
Agnes wondered how John could eat but it's not clear what.,0,[],0,0,1,0.0,0
"Tony sent Mo a picture that he painted, but it's not clear with what.",0,[],0,0,1,0.0,0
She's been dancing but we don't know with whom.,0,[],0,0,1,0.0,1
Who did they see someone?,0,[],0,0,1,0.0,0
It was believed by everybody that Mary was a thief.,1,['was believed'],1,1,1,1.0,1
That professor is feared by all students.,1,['is feared'],1,1,1,1.0,1
Mary was respected by John.,1,['was respected'],1,1,1,1.0,1
Ted was bitten by the spider.,1,['was bitten'],1,1,1,1.0,1
The book was by John written.,0,[],0,0,1,0.0,0
The argument was summed by the coach up.,1,['was summed'],1,1,1,1.0,1
The paper was written up by John.,1,['was written'],1,1,1,1.0,1
The paper was written by John up.,1,['was written'],1,1,1,1.0,1
John was spoken to by Mary.,1,['was spoken'],1,1,1,1.0,1
John was spoken by Mary to.,1,['was spoken'],1,1,1,1.0,1
The book was seen by Mary.,1,['was seen'],1,1,1,1.0,1
John was seen the book.,1,['was seen'],1,1,1,1.0,1
The book was written.,1,['was written'],1,1,1,1.0,1
John was spoke by Mary to.,1,['was spoke'],1,1,1,1.0,1
The table was wiped clean by John.,1,['was wiped'],1,1,1,1.0,1
The table was wiped by John clean.,1,['was wiped'],1,1,1,1.0,1
Mary was given by John the book.,1,['was given'],1,1,1,1.0,1
John was believed to be telling the truth by Mary.,1,['was believed'],1,1,1,1.0,1
John was believed by Mary to be telling the truth.,1,['was believed'],1,1,1,1.0,1
The car was driven by John to Maine.,1,['was driven'],1,1,1,1.0,1
It was believed by the students that they would have an exam.,1,['was believed'],1,1,1,1.0,1
The magazines were sent to herself by Mary.,1,['were sent'],1,1,1,1.0,1
Chocolate eggs were hidden from each other by the children.,1,['were hidden'],1,1,1,1.0,1
The magazines were sent by Mary to herself.,1,['were sent'],1,1,1,1.0,1
Chocolate eggs were hidden from no child by any adult.,1,['were hidden'],1,1,1,1.0,1
Tabs were kept on each agent by the other.,1,['were kept'],1,1,1,1.0,1
Chocolate eggs were hidden from every child by his mother.,1,['were hidden'],1,1,1,1.0,1
Books were taken from no student and given to Mary.,1,['were taken'],1,1,1,1.0,1
Books were taken from no student and given to Mary by any professor.,1,['were taken'],1,1,1,1.0,1
Books were taken from each student by the other.,1,['were taken'],1,1,1,1.0,1
Books were taken from each student and given to Mary.,1,['were taken'],1,1,1,1.0,1
Books were taken from each student and given to Mary by the other.,1,['were taken'],1,1,1,1.0,1
Jack hates Sue and is loved by Mary.,1,['is loved'],1,1,1,1.0,0
Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.,0,[],0,0,1,0.0,0
Either Sam plays the bassoon or Jekyll the oboe.,0,[],0,0,1,0.0,0
"Sam doesn't play bassoon, nor Medusa oboe.",0,[],0,0,1,0.0,0
"Bill ate the peaches, but Harry the grapes.",0,[],0,0,1,0.0,0
I no more could have stolen that steak than Jack the diamonds.,0,[],0,0,1,0.0,0
Bill ate more peaches than Harry did grapes.,0,[],0,0,1,0.0,0
Bill ate the peaches and Harry did the grapes.,0,[],0,0,1,0.0,0
"Tom will smoke the grass, and Reuben has the hash.",0,[],0,0,1,0.0,0
"If the ants were called elephants and elephants ants, I'd be able to squash an elephant.",1,['were called'],1,1,1,1.0,1
"Simon quickly dropped the gold, and Jack the diamonds.",0,[],0,0,1,0.0,0
"Bob tried to wash himself, and Mary to read the funnies.",0,[],0,0,1,0.0,0
"Harry told Sue that Albania is a lovely place for a vacation, and Tom told Sally that Albania is a lovely place for a vacation.",0,[],0,0,1,0.0,0
"Harry told Sue that Albania is a lovely place for a vacation, and Tom.",0,[],0,0,1,0.0,0
"Max seemed to be trying to begin to love Harriet, and Fred to be trying to begin to love Sue.",0,[],0,0,1,0.0,0
"Max seemed to be trying to force Ted to leave the room, and Walt, Ira.",0,[],0,0,1,0.0,0
"Max seemed to be trying to force Ted to leave the room, and Walt to stay a little longer.",0,[],0,0,1,0.0,0
"Arizona elected Goldwater Senator, and Massachusetts, McCormack.",0,[],0,0,1,0.0,0
"Millie will send the President an obscene telegram, and Paul, the Secretary a rude letter.",0,[],0,0,1,0.0,0
Maytag will give a brand-new dryer to the winner of the Mrs.,0,[],0,0,1,0.0,0
"Bill didn't eat the peaches, nor Harry.",0,[],0,0,1,0.0,0
"Bill ate the peaches, and Harry did, too.",0,[],0,0,1,0.0,0
"Bill must quickly eat the peaches, and Harry must slowly.",0,[],0,0,1,0.0,0
"Whenever Russia has made a major political blunder, the U.S. has too.",0,[],0,0,1,0.0,0
Bill's story about Sue and Max's about Kathy both amazed me.,0,[],0,0,1,0.0,0
I bought three quarts of wine and two of Clorox.,0,[],0,0,1,0.0,0
"Scientists at the South Hanoi Institute of Technology have succeeded in raising one dog with five legs, another with a cow's liver, and a third with no head.",0,[],0,0,1,0.0,0
"Bill's story about Sue may be amazing, but Max's is virtually incredible.",0,[],0,0,1,0.0,0
"I like Bill's yellow shirt, but not Max's.",0,[],0,0,1,0.0,0
Bill's funny story about Sue and Max's boring one about Kathy both amazed me.,0,[],0,0,1,0.0,0
Bill's wine from France and Ted's from California cannot be compared.,1,['be compared'],1,1,1,1.0,0
"As a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.",0,[],0,0,1,0.0,0
Neither Von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's on Angel has the right tempo.,0,[],0,0,1,0.0,0
Gould's performance of Bach on the piano doesn't please me anywhere as much as Ross's on the harpsichord.,0,[],0,0,1,0.0,0
Tom's dog with one eye attacked Frank's with three legs.,0,[],0,0,1,0.0,0
"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",1,['had been stolen'],1,1,1,1.0,0
Neither von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's has the right tempo.,0,[],0,0,1,0.0,0
Tom's dog with one eye attacked Fred's.,0,[],0,0,1,0.0,0
I borrowed Fred's diagram of a snake's eye because Steve's had been stolen.,1,['had been stolen'],1,1,1,1.0,0
Jerry attempted to blow up the Pentagon.,0,[],0,0,1,0.0,0
So fast did he run that nobody could catch him.,0,[],0,0,1,0.0,0
"Bill bought a red house, and Max bought one too.",0,[],0,0,1,0.0,0
Who always drinks milk?,0,[],0,0,1,0.0,0
The book which inspired them was very long.,0,[],0,0,1,0.0,0
The book what inspired them was very long.,0,[],0,0,1,0.0,0
I know the person whose mother died.,0,[],0,0,1,0.0,0
The person whose mother's dog we were all fond of.,0,[],0,0,1,0.0,0
I wonder whose mother died.,0,[],0,0,1,0.0,0
I wonder whose mother's dog died.,0,[],0,0,1,0.0,0
I wonder to whom they dedicated the building.,0,[],0,0,1,0.0,0
Give me the phone number of the person whose mother's dog died.,0,[],0,0,1,0.0,0
This is the senator to whose mother's friend's sister's I sent the letter.,0,[],0,0,1,0.0,0
I want goes to the store.,0,[],0,0,1,0.0,0
I wonder what to be a clown on the cover of.,0,[],0,0,1,0.0,0
Bother you that Kim left!,0,[],0,0,1,0.0,0
A student who to talk to us just walked in.,0,[],0,0,1,0.0,0
Whose bagels do you like?,0,[],0,0,1,0.0,0
I wonder in whom to place my trust.,0,[],0,0,1,0.0,0
There were several old rocks songs that she and I were the only two who knew.,0,[],0,0,1,0.0,0
It was to to amuse us that Kim was singing that they wanted.,0,[],0,0,1,0.0,0
What they feared most was to be no one available to help them.,0,[],0,0,1,0.0,0
We tried to amuse them that Kim was singing.,0,[],0,0,1,0.0,0
"Mary asked me if, in St. Louis, John could rent a house cheap.",0,[],0,0,2,0.0,0
"Mary arranged for, in St. Louis, John to rent a house cheap.",0,[],0,0,2,0.0,0
It would be unwise for there to be no fire exit.,0,[],0,0,1,0.0,0
I believe there to be no way out.,0,[],0,0,1,0.0,0
I wonder in whom them to place their trust.,0,[],0,0,1,0.0,0
I wonder whom us to trust.,0,[],0,0,1,0.0,0
I wonder who for us to trust.,0,[],0,0,1,0.0,0
I wonder who to place my trust in.,0,[],0,0,1,0.0,0
I know the people that voted in the election.,0,[],0,0,1,0.0,0
I threw away a book that Sandy thought we had read.,0,[],0,0,1,0.0,0
I thought that you were sick.,0,[],0,0,1,0.0,0
I dislike the people in who we placed our trust.,0,[],0,0,1,0.0,0
I dislike the company in which we placed our trust.,0,[],0,0,1,0.0,0
I dislike the people in whose house we stayed.,0,[],0,0,1,0.0,0
I dislike the person with whom we were talking.,0,[],0,0,1,0.0,0
"Jones, that we were talking to last night, always watches football games alone.",0,[],0,0,1,0.0,0
A letter was received that Jones would be upset by.,1,"['was received', 'would be upset']",2,1,1,1.0,1
A letter was received Jones would be upset by.,1,"['was received', 'would be upset']",2,1,1,1.0,1
I saw someone yesterday I hadn't seen for years.,0,[],0,0,1,0.0,0
Something happened I couldn't really talk about.,0,[],0,0,1,0.0,0
The only person that I like whose kids Dana is willing to put up with is Pat.,0,[],0,0,1,0.0,0
The book that I like which everyone else in the class hates was written by John.,1,['was written'],1,1,1,1.0,0
The only person whose kids Dana is willing to put up with was written by John.,1,['was written'],1,1,1,1.0,0
The book that I like - everyone else in the class hates.,0,[],0,0,1,0.0,0
The only person whose kids Dana is willing to put up with is Pat.,0,[],0,0,1,0.0,0
"Which book's, author did you meet?",0,[],0,0,1,0.0,0
Which boy's mother did you meet who you liked?,0,[],0,0,1,0.0,0
"Which book's, author did you meet who you liked?",0,[],0,0,1,0.0,0
Which boy's mother did you meet?,0,[],0,0,1,0.0,0
All who lost money in the scam are eligible for the program.,0,[],0,0,1,0.0,0
Who for Sandy to talk to is still enrolled in the class?,1,['is still enrolled'],1,1,1,1.0,0
Who who you like does Sandy also like?,0,[],0,0,1,0.0,0
Everything you like is on the table.,0,[],0,0,1,0.0,0
The bills passed by the House yesterday that we objected to were vetoed.,1,['were vetoed'],1,1,1,1.0,0
The only people being added to our group who were at Harvard were students.,1,['being added'],1,1,1,1.0,1
We like ourselves.,0,[],0,0,1,0.0,0
Nobody likes us.,0,[],0,0,1,0.0,0
Leslie likes ourselves.,0,[],0,0,1,0.0,0
Ourselves like ourselves.,0,[],0,0,1,0.0,0
She voted for herself.,0,[],0,0,1,0.0,0
We gave us presents.,0,[],0,0,1,0.0,0
We gave ourselves presents.,0,[],0,0,1,0.0,0
We gave presents to ourselves.,0,[],0,0,1,0.0,0
We gave us to the cause.,0,[],0,0,1,0.0,0
We gave ourselves to the cause.,0,[],0,0,1,0.0,0
Leslie told us about us.,0,[],0,0,1,0.0,0
Leslie told ourselves about us.,0,[],0,0,1,0.0,0
We think that Leslie likes us.,0,[],0,0,1,0.0,0
We think that Leslie likes ourselves.,0,[],0,0,1,0.0,0
Our friends like us.,0,[],0,0,1,0.0,0
Those pictures of us offended us.,0,[],0,0,1,0.0,0
We found your letter to ourselves in the trash.,0,[],0,0,1,0.0,0
Vote for you!,0,[],0,0,1,0.0,0
Vote for yourself!,0,[],0,0,1,0.0,0
We appeared to them to vote for themselves.,0,[],0,0,1,0.0,0
We admired the pictures of us in the album.,0,[],0,0,1,0.0,0
We admired the pictures of ourselves in the album.,0,[],0,0,1,0.0,0
Leslie used a pen.,0,[],0,0,1,0.0,0
We put the pigs in a pen.,0,[],0,0,1,0.0,0
We need to pen the pigs to keep them from getting into the corn.,0,[],0,0,1,0.0,0
They should pen the letter quickly.,0,[],0,0,1,0.0,0
The car won't run.,0,[],0,0,1,0.0,0
This dye will run.,0,[],0,0,1,0.0,0
She can run an accelerator.,0,[],0,0,1,0.0,0
These stockings will run.,0,[],0,0,1,0.0,0
We need another run to win.,0,[],0,0,1,0.0,0
Lee saw the student with a telescope.,0,[],0,0,1,0.0,0
I forgot how good beer tastes.,0,[],0,0,1,0.0,0
Visiting relatives can be boring.,0,[],0,0,1,0.0,0
If only Superman would stop flying planes!,0,[],0,0,1,0.0,0
That's a new car dealership.,0,[],0,0,1,0.0,0
I know you like the back of my hand.,0,[],0,0,1,0.0,0
Max is on the phone now.,0,[],0,0,1,0.0,0
I saw her duck.,0,[],0,0,1,0.0,0
I'm creating a committee. Kim â you're in charge.,0,[],0,0,3,0.0,0
Lights go out at ten. There will be no talking afterwards.,0,[],0,0,2,0.0,0
They found the book on the atom.,0,[],0,0,1,0.0,0
Which experts testified against defendants who exposed them?,0,[],0,0,1,0.0,0
List all experts for the defendant who represented himself.,0,[],0,0,1,0.0,0
List associates of each defendant who speaks Spanish.,0,[],0,0,1,0.0,0
They lost themselves' books.,0,[],0,0,1,0.0,0
Some sentences go on and on and on.,0,[],0,0,1,0.0,0
Sentences some go on and on and on and on.,0,[],0,0,1,0.0,0
That surprised me.,0,[],0,0,1,0.0,0
I noticed the.,0,[],0,0,1,0.0,0
They were interested in his.,0,[],0,0,1,0.0,0
This is my favorite.,0,[],0,0,1,0.0,0
A large dog chased a small cat.,0,[],0,0,1,0.0,0
Some people yell at noisy dogs in my neighborhood.,0,[],0,0,1,0.0,0
Some people yell at the dogs in my neighborhood.,0,[],0,0,1,0.0,0
Some people yell at the dogs.,0,[],0,0,1,0.0,0
Some people yell at noisy dogs.,0,[],0,0,1,0.0,0
Some people yell at dogs.,0,[],0,0,1,0.0,0
Some people consider the noisy dogs dangerous.,0,[],0,0,1,0.0,0
Some people consider the dogs in my neighborhood dangerous.,0,[],0,0,1,0.0,0
Some people consider noisy dogs in my neighborhood dangerous.,0,[],0,0,1,0.0,0
Some people consider the dogs dangerous.,0,[],0,0,1,0.0,0
Some people consider noisy dogs dangerous.,0,[],0,0,1,0.0,0
Some people consider dogs in my neighborhood dangerous.,0,[],0,0,1,0.0,0
Some people consider dogs dangerous.,0,[],0,0,1,0.0,0
People with children who use drugs should be locked up.,1,['should be locked'],1,1,1,1.0,0
This disease gave Leslie a fever in Rome.,0,[],0,0,1,0.0,0
The love of my life and mother of my children would never do such a thing.,0,[],0,0,1,0.0,0
"Most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.",1,['are quickly forgotten'],1,1,1,1.0,0
It is painting by Klee or drawing by Miro that the museum displays no.,0,[],0,0,1,0.0,0
The defendant denied the accusation.,0,[],0,0,1,0.0,0
The teacher disappeared the problem.,0,[],0,0,1,0.0,0
The teacher handed the student.,0,[],0,0,1,0.0,0
The bird sings.,0,[],0,0,1,0.0,0
The bird sing.,0,[],0,0,1,0.0,0
Birds sings.,0,[],0,0,1,0.0,0
The birds give the worm a tug.,0,[],0,0,1,0.0,0
The bird give the worm a tug.,0,[],0,0,1,0.0,0
The birds gives the worm a tug.,0,[],0,0,1,0.0,0
Terry delighted in my pain.,0,[],0,0,1,0.0,0
Terry delighted.,0,[],0,0,1,0.0,0
Terry delighted my pain.,0,[],0,0,1,0.0,0
Kerry remarked it was late.,0,[],0,0,1,0.0,0
What additional categories and rules would be required to handle these verbs?,1,['would be required'],1,1,1,1.0,0
We created a monster.,0,[],0,0,1,0.0,0
I was already aware of fact.,0,[],0,0,1,0.0,0
The defendant deny the allegation.,0,[],0,0,1,0.0,0
The defendants denies the allegation.,0,[],0,0,1,0.0,0
The defendant walks.,0,[],0,0,1,0.0,0
The defendant walk.,0,[],0,0,1,0.0,0
The defendants walks.,0,[],0,0,1,0.0,0
How many feature structures categories can label the first daughter?,0,[],0,0,1,0.0,0
The child put the toy on the table.,0,[],0,0,1,0.0,0
The teacher became angry with the students.,0,[],0,0,1,0.0,0
The teacher became.,0,[],0,0,1,0.0,0
The jury believed the defendant lied.,0,[],0,0,1,0.0,0
The guests dined.,0,[],0,0,1,0.0,0
We relied on Leslie.,0,[],0,0,1,0.0,0
We relied above Leslie.,0,[],0,0,1,0.0,0
We celebrated in the streets.,0,[],0,0,1,0.0,0
We celebrated in the streets in the rain on Tuesday in the morning.,0,[],0,0,1,0.0,0
The children are happy of ice cream.,0,[],0,0,1,0.0,0
The children are fond with the ice cream.,0,[],0,0,1,0.0,0
The children are fond that they have ice cream.,0,[],0,0,1,0.0,0
A magazine appeared on the newsstands.,0,[],0,0,1,0.0,0
A magazine about crime appeared on the newsstands.,0,[],0,0,1,0.0,0
Newsweek appeared on the newsstands.,0,[],0,0,1,0.0,0
Newsweek about crime appeared on the newsstands.,0,[],0,0,1,0.0,0
